"PMID"	"YEAR"	"CITY"	"GEOLONG"	"GEOLAT"	"COUNTRY"	"#SAMPLES"	"NO_CCGH"	"NO_ACGH"	"NO_WES"	"NO_WGS"	"STATUS"
17452250	2007	"San Antonio"	-98.49	29.42	"United States"	22	0	22	0	0	"sample data not accessible"
17465989	2007	"Buffalo"	-93.87	45.17	"United States"	22	0	22	0	0	"sample data in Progenetix"
17556070	2007	"Mainz"	8.28	49.98	"Germany"	22	22	0	0	0	"sample data in Progenetix"
18517280	2008	"Montpellier"	3.88	43.61	"France"	22	22	0	0	0	"sample data in Progenetix"
18594024	2008	"Salamanca"	-3.68	40.43	"Spain"	22	0	22	0	0	"sample data in GEO"
18832135	2009	"Leiden"	4.5	52.16	"The Netherlands"	22	0	22	0	0	"sample data in arrayMap"
19609742	2010	"Baltimore"	-76.61	39.29	"United States"	22	0	22	0	0	"sample data not accessible"
19739121	2010	"Nagoya-shi"	136.91	35.18	"Japan"	22	0	22	0	0	"incomplete"
20008140	2010	"Mannheim"	8.48	49.5	"Germany"	22	0	22	0	0	"sample data in Progenetix"
20124476	2010	"Barcelona"	2.16	41.39	"Spain"	22	0	22	0	0	"sample data not accessible"
20596660	2010	"New York City"	-74.01	40.71	"United States"	22	0	22	0	0	"incomplete [full text missing]"
20645416	2010	"Melbourne"	144.96	-37.81	"Australia"	22	0	22	0	0	"sample data in Progenetix"
21343389	2011	"New York City"	-74.01	40.71	"United States"	22	0	22	0	0	"sample data in GEO"
21458381	2011	"Vancouver"	-123.12	49.25	"Canada"	22	0	22	0	0	"incomplete [full text missing]"
22034633	2011	"Paris"	2.35	48.85	"France"	22	0	22	0	0	"sample data in GEO"
22034905	2012	"Osaka-shi"	135.5	34.69	"Japan"	22	0	22	0	0	"sample data in Progenetix"
22064882	2012	"Bethesda"	-77.1	38.98	"United States"	22	0	22	0	0	"sample data not accessible"
24162788	2014	"Marseille"	5.38	43.3	"France"	22	0	22	0	0	"sample data not accessible"
24503810	2014	"San Francisco"	-122.42	37.77	"United States"	22	0	22	0	0	"incomplete"
25713363	2015	"Stanford"	-122.17	37.43	"United States"	22	0	22	22	0	"incomplete"
25800665	2015	"Philadelphia"	-75.16	39.95	"United States"	22	0	0	22	0	"incomplete"
29556019	2018	"Basel"	7.57	47.56	"Switzerland"	22	0	22	8	0	"incomplete"
8797595	1996	"Stockholm"	18.06	59.33	"Sweden"	22	22	0	0	0	"sample data not accessible"
9000602	1997	"Berlin"	13.41	52.52	"Germany"	22	22	0	0	0	"sample data not accessible"
10070331	1998	"Amsterdam"	4.89	52.37	"Netherlands"	23	23	0	0	0	"sample data in Progenetix"
10096241	1999	"Helsinki"	24.94	60.17	"Finland"	23	23	0	0	0	"sample data in Progenetix"
10206302	1999	"Nantes"	-1.55	47.22	"France"	23	23	0	0	0	"sample data in Progenetix"
10214356	1999	"Oberschleissheim"	11.56	48.25	"Germany"	23	23	0	0	0	"sample data in Progenetix"
10398098	1999	"Dublin"	-6.25	53.33	"Ireland"	23	23	0	0	0	"sample data in Progenetix"
10451703	1999	"Memphis"	-90.05	35.15	"United States"	23	23	0	0	0	"sample data in Progenetix"
11107172	2001	"Sao Paulo"	-46.64	-23.55	"Brazil"	23	23	0	0	0	"sample data not accessible"
11290570	2001	"Muenster"	7.63	51.96	"Germany"	23	23	0	0	0	"sample data in Progenetix"
11432670	2001	"Rome"	12.51	41.89	"Italy"	23	23	0	0	0	"sample data not accessible"
11494021	2001	"Stockholm"	18.06	59.33	"Sweden"	23	23	0	0	0	"sample data in Progenetix"
11672767	2001	"Pamplona"	-1.64	42.82	"Spain"	23	23	0	0	0	"sample data in Progenetix"
11948494	2002	"Heidelberg"	8.69	49.41	"Germany"	23	23	0	0	0	"sample data in Progenetix"
12094247	2002	"Sutton"	-0.2	51.35	"United Kingdom"	23	23	0	0	0	"sample data in Progenetix"
12237235	2002	"Villejuif"	2.36	48.79	"France"	23	23	0	0	0	"sample data in Progenetix"
12696066	2003	"London"	-0.13	51.51	"United Kingdom"	23	23	5	0	0	"sample data in Progenetix"
14968109	2004	"Leeds"	-1.55	53.8	"United Kingdom"	23	0	23	0	0	"sample data in Progenetix"
15571797	2004	"Oslo"	10.75	59.91	"Norway"	23	23	0	0	0	"sample data in Progenetix"
15586366	2005	"London"	-0.13	51.51	"United Kingdom"	23	0	23	0	0	"sample data in article or supplement [problematic format]"
15721635	2005	"Villejuif"	2.36	48.79	"France"	23	23	0	0	0	"sample data in Progenetix"
17242705	2007	"London"	-0.13	51.51	"United Kingdom"	23	0	23	0	0	"sample data in article or supplement"
17380459	2007	"Shanghai"	121.46	31.22	"China"	23	23	0	0	0	"sample data in Progenetix"
17426248	2007	"North Chicago"	-87.84	42.33	"United States"	23	0	23	0	0	"sample data in ArrayExpress"
17470683	2007	"Beppu"	131.5	33.28	"Japan"	23	0	23	0	0	"sample data in Progenetix"
17525729	2007	"Leuven"	4.7	50.88	"Belgium"	23	0	23	0	0	"incomplete"
17603634	2007	"Toronto"	-79.42	43.7	"Canada"	23	15	23	0	0	"sample data in Progenetix"
18519675	2008	"Herston"	153.02	-27.45	"Australia"	23	0	23	0	0	"sample data in GEO"
19020549	2009	"Seattle"	-122.33	47.61	"United States"	23	8	23	0	0	"sample data in Progenetix"
19138989	2008	"Vancouver"	-123.12	49.25	"Canada"	23	0	23	0	0	"sample data in GEO"
19732723	2009	"Los Angeles"	-118.24	34.05	"United States"	23	0	23	0	0	"sample data in GEO"
20184781	2010	"Oslo"	10.75	59.91	"Norway"	23	23	0	0	0	"sample data not accessible"
20303014	2010	"Goettingen"	9.93	51.53	"Germany"	23	23	0	0	0	"sample data not accessible"
20513752	2010	"Lund"	13.19	55.71	"Sweden"	23	0	23	0	0	"sample data in GEO"
20587528	2010	"Providence"	-71.41	41.82	"United States"	23	0	23	0	0	"sample data in GEO"
20799942	2010	"Augusta"	-69.78	44.31	"United States"	23	0	23	0	0	"sample data in GEO"
21060790	2010	"Salamanca"	-3.68	40.43	"Spain"	23	0	23	0	0	"sample data not accessible"
21078971	2010	"Lund"	13.19	55.71	"Sweden"	23	0	23	0	0	"incomplete"
21163964	2011	"Baltimore"	-76.61	39.29	"United States"	23	0	23	22	0	"sample data not accessible"
21412933	2011	"Bethesda"	-77.1	38.98	"United States"	23	0	23	0	0	"sample data not accessible"
21712435	2011	"Munich"	11.58	48.14	"Germany"	23	0	23	0	0	"sample data not accessible"
22104078	2012	"Vancouver"	-123.12	49.25	"Canada"	23	0	23	0	0	"sample data not accessible"
22427331	2012	"Bonn"	7.1	50.73	"Germany"	23	0	23	0	0	"sample data not accessible"
22792519	2012	"Seoul"	126.98	37.57	"Korean Republic"	23	0	23	0	0	"sample data not accessible"
23226320	2012	"Scottsdale"	-111.9	33.51	"United States"	23	0	23	0	0	"incomplete"
24098497	2013	"Taipei"	121.53	25.05	"Taiwan"	23	0	23	0	0	"incomplete"
25452392	2015	"Charlottesville"	-78.48	38.03	"United States"	23	0	23	0	0	"incomplete"
26506417	2015	"Melbourne"	144.96	-37.81	"Australia"	23	0	0	23	0	"incomplete"
28453432	2017	"Los Angeles"	-118.24	34.05	"United States"	23	0	0	23	0	"incomplete"
29665859	2018	"Paris"	2.35	48.85	"France"	23	0	23	0	0	"incomplete"
29909985	2018	"Boston"	-71.06	42.36	"United States"	23	0	0	0	23	"incomplete"
9374370	1997	"Bethesda"	-77.1	38.98	"United States"	23	23	0	0	0	"sample data in Progenetix"
9824203	1998	"Heidelberg"	8.69	49.41	"Germany"	23	23	0	0	0	"incomplete"
10717534	2000	"Berlin"	13.41	52.52	"Germany"	24	24	0	0	0	"sample data in Progenetix"
10913676	2000	"Dublin"	-6.25	53.33	"Ireland"	24	24	0	0	0	"sample data in Progenetix"
10958944	2000	"Rishon LeZiyyon"	34.79	31.97	"Israel"	24	24	0	0	0	"sample data in Progenetix"
11037344	2000	"Bochum"	7.22	51.48	"Germany"	24	24	0	0	0	"sample data in Progenetix"
11141494	2001	"London"	-0.13	51.51	"United Kingdom"	24	24	0	0	0	"sample data in Progenetix"
11337360	2001	"Cambridge UK"	0.12	52.21	"United Kingdom"	24	24	0	0	0	"sample data in article or supplement [problematic format]"
11351254	2001	"Stockholm"	18.06	59.33	"Sweden"	24	24	0	0	0	"incomplete [full text missing]"
11494110	2001	"Charlottesville"	-78.48	38.03	"United States"	24	24	0	0	0	"sample data in Progenetix"
11531255	2001	"Koeln"	6.95	50.93	"Germany"	24	24	0	0	0	"sample data in Progenetix"
11850069	2002	"Fukuoka-shi"	130.42	33.61	"Japan"	24	24	0	0	0	"sample data not accessible"
12230327	2002	"Rotterdam"	4.48	51.92	"The Netherlands"	24	24	0	0	0	"sample data not accessible"
12237234	2002	"Fukuoka-shi"	130.42	33.61	"Japan"	24	24	0	0	0	"sample data in Progenetix"
12508240	2003	"London"	-0.13	51.51	"United Kingdom"	24	24	0	0	0	"sample data in Progenetix"
12538736	2003	"Paris"	2.35	48.85	"France"	24	24	0	0	0	"sample data in Progenetix"
12950019	2003	"Amsterdam"	4.89	52.37	"Netherlands"	24	24	0	0	0	"sample data not accessible"
15548367	2004	"Oslo"	10.75	59.91	"Norway"	24	24	0	0	0	"sample data in article or supplement"
16116477	2006	"Stanford"	-122.17	37.43	"United States"	24	0	24	0	0	"sample data in SMDB"
16320246	2006	"Buffalo"	-93.87	45.17	"United States"	24	0	24	0	0	"sample data in Progenetix"
16456777	2006	"Shanghai"	121.46	31.22	"China"	24	0	24	0	0	"incomplete [full text missing]"
16547504	2006	"Heidelberg"	8.69	49.41	"Germany"	24	24	0	0	0	"sample data in Progenetix"
17167181	2006	"Amsterdam"	4.89	52.37	"Netherlands"	24	0	24	0	0	"sample data not accessible"
17579624	2007	"Sakyo Ward"	135.78	35.05	"Japan"	24	0	24	0	0	"incomplete"
17672960	2007	"Shenyang"	123.43	41.79	"China"	24	24	0	0	0	"sample data in Progenetix"
18380791	2008	"Tokyo"	139.69	35.69	"Japan"	24	0	24	0	0	"sample data not accessible"
18398822	2008	"Nashville"	-86.78	36.17	"United States"	24	0	24	0	0	"sample data not accessible"
18413807	2008	"Collegeville"	-75.45	40.19	"United States"	24	0	24	0	0	"sample data in GEO"
18593905	2008	"Tokyo"	139.69	35.69	"Japan"	24	0	24	0	0	"sample data not accessible"
19061838	2008	"Paris"	2.35	48.85	"France"	24	0	24	0	0	"sample data in ArrayExpress"
19222606	2009	"Ibaraki"	135.57	34.82	"Japan"	24	0	24	0	0	"sample data not accessible"
19264226	2009	"Sao Paulo"	-46.64	-23.55	"Brazil"	24	24	0	0	0	"sample data in Progenetix"
19699295	2009	"Seoul"	126.98	37.57	"Korean Republic"	24	0	24	0	0	"sample data not accessible"
19915670	2009	"New York City"	-74.01	40.71	"United States"	24	0	24	0	0	"sample data in GEO"
20001230	2010	"Barcelona"	2.16	41.39	"Spain"	24	0	24	0	0	"sample data in Progenetix"
20467480	2010	"Goeteborg"	11.97	57.71	"Sweden"	24	0	24	0	0	"sample data not accessible"
21258086	2011	"Heidelberg"	8.69	49.41	"Germany"	24	0	24	0	0	"sample data not accessible"
22498740	2012	"Scottsdale"	-111.9	33.51	"United States"	24	0	24	0	0	"incomplete"
24727659	2014	"Shenyang"	123.43	41.79	"China"	24	0	24	0	0	"incomplete"
25733852	2015	"Nashville"	-86.78	36.17	"United States"	24	0	24	0	0	"incomplete"
26498442	2015	"Frankfurt am Main"	8.68	50.12	"Germany"	24	0	24	2	0	"incomplete"
26887776	2016	"Brussels"	4.35	50.85	"Belgium"	24	0	24	0	0	"incomplete"
28452984	2017	"Chiba"	140.12	35.6	"Japan"	24	0	0	24	0	"incomplete"
8558174	1996	"Marburg"	8.77	50.8	"Germany"	24	24	0	0	0	"incomplete"
9192982	1997	"Helsinki"	24.94	60.17	"Finland"	24	24	0	0	0	"incomplete [full text missing]"
9408755	1997	"Tampere"	23.79	61.5	"Finland"	24	24	0	0	0	"sample data in Progenetix"
9692052	1998	"Erlangen"	11.01	49.59	"Germany"	24	24	0	0	0	"sample data in article or supplement [problematic format]"
"MedBlastZit2010"		"Munich"	11.58	48.14	"Germany"	24	24	0	0	0	"sample data in Progenetix"
10918398	2000	"Helsinki"	24.94	60.17	"Finland"	25	25	0	0	0	"sample data in Progenetix"
11007434	2000	"Oberschleissheim"	11.56	48.25	"Germany"	25	25	0	0	0	"sample data not accessible"
11129530	2000	"Helsinki"	24.94	60.17	"Finland"	25	25	0	0	0	"sample data in Progenetix"
11464147	2001	"San Francisco"	-122.42	37.77	"United States"	25	25	0	0	0	"sample data in article or supplement"
11477660	2001	"Stockholm"	18.06	59.33	"Sweden"	25	25	0	0	0	"sample data in Progenetix"
11687795	2001	"San Francisco"	-122.42	37.77	"United States"	25	0	25	0	0	"sample data in GEO"
11865944	2002	"Taipei"	121.53	25.05	"Taiwan"	25	25	0	0	0	"incomplete [full text missing]"
11950910	2002	"Helsinki"	24.94	60.17	"Finland"	25	25	0	0	0	"sample data in Progenetix"
11980616	2002	"Sydney"	151.21	-33.87	"Australia"	25	25	0	0	0	"sample data in Progenetix"
12161900	2002	"Eskisehir"	30.52	39.78	"Turkey"	25	25	0	0	0	"sample data in Progenetix"
12232763	2002	"London"	-0.13	51.51	"United Kingdom"	25	25	0	0	0	"sample data in Progenetix"
12419583	2002	"Beijing"	116.4	39.91	"China"	25	25	0	0	0	"sample data in Progenetix"
12547152	2002	"Pittsburgh"	-80	40.44	"United States"	25	25	0	0	0	"sample data in Progenetix"
12579536	2003	"Hong Kong"	114.16	22.29	"China"	25	25	0	0	0	"sample data in Progenetix"
12799636	2003	"Helsinki"	24.94	60.17	"Finland"	25	25	0	0	0	"sample data in Progenetix"
12810250	2003	"Darlinghurst"	151.22	-33.88	"Australia"	25	25	0	0	0	"sample data in Progenetix"
12949801	2003	"Stockholm"	18.06	59.33	"Sweden"	25	25	0	0	0	"sample data in Progenetix"
14603437	2004	"Houston"	-95.36	29.76	"United States"	25	25	0	0	0	"sample data in Progenetix"
15801957	2005	"Sheffield"	-1.47	53.38	"United Kingdom"	25	25	0	0	0	"sample data in Progenetix"
15929091	2005	"San Francisco"	-122.42	37.77	"United States"	25	0	25	0	0	"incomplete"
16959697	2006	"Muenster"	7.63	51.96	"Germany"	25	25	0	0	0	"sample data in Progenetix"
17268525	2007	"Helsinki"	24.94	60.17	"Finland"	25	0	25	0	0	"sample data in Progenetix"
17952124	2008	"Madrid"	-3.7	40.42	"Spain"	25	0	25	0	0	"sample data in GEO"
18281524	2008	"Phoenix"	-112.07	33.45	"United States"	25	0	25	0	0	"sample data in GEO"
18286482	2008	"Saitama"	139.66	35.91	"Japan"	25	25	0	0	0	"sample data in article or supplement [problematic format]"
18990225	2008	"st.louis"	-90.2	38.63	"United States"	25	0	25	0	0	"incomplete"
19596254	2009	"Newark"	-75.75	39.68	"United States"	25	0	25	0	0	"sample data not accessible"
20077527	2010	"Cambridge UK"	0.12	52.21	"United Kingdom"	25	0	25	0	0	"sample data in Progenetix"
20544841	2010	"Vancouver"	-123.12	49.25	"Canada"	25	0	25	0	0	"sample data not accessible"
20548289	2010	"Bologna"	11.34	44.49	"Italy"	25	0	25	0	0	"sample data in Progenetix"
20570891	2010	"Montreal"	-73.59	45.51	"Canada"	25	0	25	0	0	"sample data not accessible"
20978145	2010	"Sapporo"	141.35	43.06	"Japan"	25	0	25	0	0	"sample data in GEO"
21045282	2010	"Bari"	16.86	41.11	"Italy"	25	0	25	0	0	"incomplete"
21269491	2011	"Pittsburgh"	-80	40.44	"United States"	25	0	25	0	0	"sample data in GEO"
21291569	2011	"Spokane"	-117.43	47.66	"United States"	25	0	25	0	0	"sample data in Progenetix"
21376111	2011	"Baltimore"	-76.61	39.29	"United States"	25	0	25	0	0	"sample data not accessible"
21547577	2011	"Bari"	16.86	41.11	"Italy"	25	0	25	0	0	"sample data in GEO"
22285017	2011	"Charleston"	-88.18	39.5	"United States"	25	0	25	0	0	"sample data in Progenetix"
22373240	2012	"San Francisco"	-122.42	37.77	"United States"	25	0	25	0	0	"sample data in GEO"
22532251	2012	"Paris"	2.35	48.85	"France"	25	0	25	0	0	"sample data in ArrayExpress"
22539591	2012	"Paris"	2.35	48.85	"France"	25	0	25	0	0	"sample data in GEO"
22665543	2012	"New York City"	-74.01	40.71	"United States"	25	0	25	0	0	"sample data not accessible"
25155515	2014	"Vancouver"	-123.12	49.25	"Canada"	25	0	25	0	25	"incomplete"
25155756	2014	"Houston"	-95.36	29.76	"United States"	25	0	66	66	50	"incomplete"
26192917	2015	"Shanghai"	121.46	31.22	"China"	25	0	0	25	0	"incomplete"
29967378	2018	"Lund"	13.19	55.71	"Sweden"	25	0	0	25	0	"incomplete"
30245085	2018	"Paris"	2.35	48.85	"France"	25	0	0	0	25	"incomplete"
9180302	1997	"Leuven"	4.7	50.88	"Belgium"	25	25	0	0	0	"sample data in Progenetix"
9204975	1997	"Helsinki"	24.94	60.17	"Finland"	25	25	0	0	0	"sample data in Progenetix"
9258665	1997	"Tampere"	23.79	61.5	"Finland"	25	25	0	0	0	"sample data in Progenetix"
9408760	1997	"Stockholm"	18.06	59.33	"Sweden"	25	25	0	0	0	"sample data in Progenetix"
9772911	1998	"Helsinki"	24.94	60.17	"Finland"	25	25	0	0	0	"sample data in Progenetix"
11247899	2001	"Berlin"	13.41	52.52	"Germany"	26	26	0	0	0	"sample data in Progenetix"
11281459	2001	"Marburg"	8.77	50.8	"Germany"	26	26	0	0	0	"sample data in Progenetix"
11284035	2001	"Rio de Janeiro"	-43.21	-22.9	"Brazil"	26	26	0	0	0	"sample data in Progenetix"
11303789	2001	"Ulm"	9.99	48.4	"Germany"	26	26	0	0	0	"sample data in Progenetix"
12003995	2002	"Basel"	7.57	47.56	"Switzerland"	26	26	0	0	0	"sample data in article or supplement [problematic format]"
12850373	2003	"Hong Kong"	114.16	22.29	"China"	26	26	0	0	0	"sample data in Progenetix"
15175042	2004	"Goettingen"	9.93	51.53	"Germany"	26	26	0	0	0	"sample data in Progenetix"
16036111	2005	"Toronto"	-79.42	43.7	"Canada"	26	0	26	0	0	"sample data in article or supplement"
16409295	2006	"Bellinzona"	9.02	46.19	"Switzerland"	26	0	26	0	0	"sample data in GEO"
16630715	2006	"Helsinki"	24.94	60.17	"Finland"	26	26	0	0	0	"sample data in Progenetix"
16753589	2006	"Munich"	11.58	48.14	"Germany"	26	26	26	0	0	"sample data in article or supplement [problematic format]"
17044047	2007	"Buffalo"	-93.87	45.17	"United States"	26	0	26	0	0	"sample data in Progenetix"
18160781	2007	"Helsinki"	24.94	60.17	"Finland"	26	10	26	0	0	"sample data in Progenetix"
18190236	2008	"Brno"	16.61	49.2	"Czech Republic"	26	26	0	0	0	"sample data in Progenetix"
20126410	2010	"Illkirch-Graffenstaden"	7.72	48.53	"France"	26	0	26	0	0	"incomplete"
20192643	2010	"Lisbon"	-9.13	38.72	"Portugal"	26	26	0	0	0	"sample data in Progenetix"
21104783	2011	"Amsterdam"	4.89	52.37	"Netherlands"	26	0	26	0	0	"sample data in GEO"
21412928	2011	"Dallas"	-96.81	32.78	"United States"	26	0	26	0	0	"sample data in GEO"
22169037	2011	"Lund"	13.19	55.71	"Sweden"	26	0	26	0	0	"sample data in GEO"
22334367	2012	"Bethesda"	-77.1	38.98	"United States"	26	0	26	0	0	"sample data in Progenetix"
25412848	2015	"Basel"	7.57	47.56	"Switzerland"	26	0	26	0	0	"incomplete"
25576899	2015	"New Haven"	-72.93	41.31	"United States"	26	0	0	26	0	"incomplete"
28552987	2017	"New York City"	-74.01	40.71	"United States"	26	0	0	26	0	"incomplete"
29569716	2018	"Guangzhou"	113.25	23.12	"China"	26	0	0	26	0	"incomplete"
7536461	1995	"Tampere"	23.79	61.5	"Finland"	26	26	0	0	0	"sample data in article or supplement [problematic format]"
8608249	1996	"Heidelberg"	8.69	49.41	"Germany"	26	26	0	0	0	"sample data in Progenetix"
9242549	1997	"Helsinki"	24.94	60.17	"Finland"	26	26	0	0	0	"sample data not accessible"
9537255	1998	"Gent"	3.72	51.05	"Belgium"	26	26	0	0	0	"sample data in Progenetix"
9665491	1998	"Heidelberg"	8.69	49.41	"Germany"	26	26	0	0	0	"sample data in Progenetix"
9892109	1999	"Tampere"	23.79	61.5	"Finland"	26	26	0	0	0	"sample data not accessible"
10337993	1999	"Helsinki"	24.94	60.17	"Finland"	27	0	27	0	0	"incomplete"
10337995	1999	"Lund"	13.19	55.71	"Sweden"	27	27	0	0	0	"sample data in Progenetix"
10379872	1999	"Ibaraki"	135.57	34.82	"Japan"	27	27	0	0	0	"sample data not accessible"
10679918	2000	"Ulm"	9.99	48.4	"Germany"	27	27	0	0	0	"sample data in Progenetix"
11170146	2001	"Basel"	7.57	47.56	"Switzerland"	27	27	0	0	0	"sample data in article or supplement [problematic format]"
11193050	2000	"Southampton"	-1.4	50.9	"United Kingdom"	27	27	0	0	0	"sample data not accessible"
11309816	2001	"Helsinki"	24.94	60.17	"Finland"	27	27	0	0	0	"sample data in Progenetix"
11369055	2001	"Helsinki"	24.94	60.17	"Finland"	27	27	0	0	0	"sample data in Progenetix"
11745275	2001	"Helsinki"	24.94	60.17	"Finland"	27	27	0	0	0	"sample data in Progenetix"
11857089	2002	"Hong Kong"	114.16	22.29	"China"	27	27	0	0	0	"sample data not accessible"
12165800	2002	"Fukuoka-shi"	130.42	33.61	"Japan"	27	27	0	0	0	"sample data in Progenetix"
12581896	2003	"Paris"	2.35	48.85	"France"	27	27	0	0	0	"sample data not accessible"
12873882	2003	"Nathan"	153.05	-27.55	"Australia"	27	27	0	0	0	"sample data in Progenetix"
15262429	2004	"Yamaguchi-shi"	131.47	34.19	"Japan"	27	27	0	0	0	"sample data in Progenetix"
15860365	2005	"Heidelberg"	8.69	49.41	"Germany"	27	27	0	0	0	"sample data in Progenetix"
16049916	2005	"Nagoya-shi"	136.91	35.18	"Japan"	27	0	27	0	0	"sample data in article or supplement [problematic format]"
16954721	2006	"Stockholm"	18.06	59.33	"Sweden"	27	27	0	0	0	"sample data in article or supplement [problematic format]"
17068744	2006	"Maastricht"	5.69	50.85	"The Netherlands"	27	0	27	0	0	"sample data not accessible"
17435759	2007	"Leuven"	4.7	50.88	"Belgium"	27	0	27	0	0	"sample data in GEO"
17477385	2007	"Barcelona"	2.16	41.39	"Spain"	27	27	0	0	0	"sample data in Progenetix"
17952125	2008	"London"	-0.13	51.51	"United Kingdom"	27	0	27	0	0	"sample data in GEO"
19094465	2008	"Yangjiang"	111.96	21.86	"China"	27	27	0	0	0	"sample data not accessible"
19480931	2009	"Helsinki"	24.94	60.17	"Finland"	27	0	27	0	0	"sample data in article or supplement"
19603524	2009	"Cardiff"	-3.18	51.48	"United Kingdom"	27	0	27	0	0	"sample data in GEO"
20620594	2010	"Lund"	13.19	55.71	"Sweden"	27	0	27	0	0	"sample data not accessible"
21254299	2011	"Helsinki"	24.94	60.17	"Finland"	27	0	27	0	0	"sample data not accessible"
21263245	2011	"Ann Arbor"	-83.74	42.28	"United States"	27	0	27	0	0	"sample data in Progenetix"
22559327	2012	"Shanghai"	121.46	31.22	"China"	27	0	27	0	0	"sample data in GEO"
22634756	2012	"Yokohama"	139.64	35.45	"Japan"	27	0	0	0	27	"sample data not accessible"
22675538	2012	"Leiden"	4.5	52.16	"The Netherlands"	27	0	27	0	0	"incomplete"
23722107	2013	"Shanghai"	121.46	31.22	"China"	27	0	27	0	0	"sample data in GEO"
24269304	2013	"Madison"	-74.42	40.76	"United States"	27	0	27	0	0	"sample data not accessible"
25863487	2015	"Udine"	13.24	46.06	"Italy"	27	0	27	0	0	"incomplete"
25913717	2015	"Nashville"	-86.78	36.17	"United States"	27	0	0	27	0	"incomplete"
26621152	2016	"Winnipeg"	-97.15	49.88	"Canada"	27	0	27	0	0	"incomplete"
26702065	2016	"Boston"	-71.06	42.36	"United States"	27	0	27	0	0	"incomplete"
28446508	2017	"Manassas"	-77.48	38.75	"United States"	27	0	0	27	0	"incomplete"
29050216	2017	"Amsterdam"	4.89	52.37	"Netherlands"	27	0	27	0	0	"incomplete"
29100075	2017	"Bethesda"	-77.1	38.98	"United States"	264	0	264	264	40	"incomplete"
8706027	1996	"Heidelberg"	8.69	49.41	"Germany"	27	27	0	0	0	"sample data in Progenetix"
9052404	1997	"Helsinki"	24.94	60.17	"Finland"	27	27	0	0	0	"sample data in Progenetix"
9307291	1997	"Memphis"	-90.05	35.15	"United States"	27	27	0	0	0	"sample data in Progenetix"
9408747	1997	"Philadelphia"	-75.16	39.95	"United States"	27	27	0	0	0	"sample data in Progenetix"
9436963	1997	"Washington"	-89.41	40.7	"United States"	27	27	0	0	0	"sample data in Progenetix"
10526533	1999	"Helsinki"	24.94	60.17	"Finland"	28	28	0	0	0	"sample data in Progenetix"
11104027	2000	"Hong Kong"	114.16	22.29	"China"	28	28	0	0	0	"sample data in Progenetix"
11197772	2000	"Chatan"	127.77	26.31	"Japan"	28	28	0	0	0	"incomplete [full text missing]"
11267980	2001	"Grenoble"	5.72	45.17	"France"	28	28	0	0	0	"sample data in Progenetix"
11514955	2001	"Debrecen"	21.63	47.53	"Hungary"	28	28	0	0	0	"sample data not accessible"
11719392	2001	"Valencia"	-0.38	39.47	"Spain"	28	28	0	0	0	"sample data in Progenetix"
12074404	2002	"Jena"	11.59	50.93	"Germany"	28	28	0	0	0	"sample data not accessible"
12364440	2002	"San Francisco"	-122.42	37.77	"United States"	28	28	0	0	0	"sample data in Progenetix"
12533827	2003	"London"	-0.13	51.51	"United Kingdom"	28	28	0	0	0	"sample data in Progenetix"
12712440	2003	"Heidelberg"	8.69	49.41	"Germany"	28	28	0	0	0	"sample data in Progenetix"
12920222	2003	"Sutton"	-0.2	51.35	"United Kingdom"	28	28	0	0	0	"sample data in Progenetix"
14595748	2003	"Graz"	15.45	47.07	"Austria"	28	28	0	0	0	"sample data in Progenetix"
14730211	2004	"Daan District"	121.45	25.03	"Taiwan"	28	28	0	0	0	"sample data in Progenetix"
16187286	2006	"Vancouver"	-123.12	49.25	"Canada"	28	0	28	0	0	"sample data in GEO"
16608533	2006	"Seoul"	126.98	37.57	"Korean Republic"	28	0	28	0	0	"sample data not accessible"
17117014	2006	"Paris"	2.35	48.85	"France"	28	28	0	0	0	"sample data in Progenetix"
17668415	2007	"Amsterdam"	4.89	52.37	"Netherlands"	28	0	28	0	0	"sample data in GEO"
19009612	2009	"Amsterdam"	4.89	52.37	"Netherlands"	28	0	28	0	0	"sample data in GEO"
19688977	2009	"Sofia"	23.32	42.7	"Bulgaria"	28	0	28	0	0	"incomplete [full text missing]"
19759907	2009	"Villejuif"	2.36	48.79	"France"	28	0	28	0	0	"sample data in Progenetix"
19843862	2009	"Rome"	12.51	41.89	"Italy"	28	0	28	0	0	"sample data in Progenetix"
20628145	2010	"Boston"	-71.06	42.36	"United States"	28	0	28	0	0	"incomplete"
21494657	2011	"Lausanne"	6.63	46.52	"Switzerland"	28	0	28	0	0	"sample data in GEO"
22015727	2012	"London"	-0.13	51.51	"United Kingdom"	28	0	28	0	0	"sample data not accessible"
22152285	2011	"Nagasaki-shi"	129.87	32.74	"Japan"	28	0	28	0	0	"sample data not accessible"
22320325	2012	"Miyazaki-shi"	131.42	31.91	"Japan"	28	0	28	0	0	"incomplete"
22890838	2013	"Ulm"	9.99	48.4	"Germany"	28	0	28	0	0	"incomplete"
22999459	2013	"Bamako"	-8	12.65	"Mali"	28	0	28	0	0	"sample data not accessible"
26683364	2016	"Houston"	-95.36	29.76	"United States"	28	0	0	28	0	"incomplete"
7780145	1995	"Heidelberg"	8.69	49.41	"Germany"	28	28	0	0	0	"sample data in Progenetix"
8695864	1996	"Heidelberg"	8.69	49.41	"Germany"	28	28	0	0	0	"sample data in Progenetix"
