"PMID"	"First author"	"CITY"	"GEOLONG"	"GEOLAT"	"COUNTRY"	"#SAMPLES"		"PMID"
10958948	"Wan TS"	"Hong Kong"	114.16	22.29	"China"	1		10958948
10959090	"Guan XY"	"Hong Kong"	114.16	22.29	"China"	50		10959090
10962567	"Leung SY"	"Hong Kong"	114.16	22.29	"China"	5		10962567
10969942	"Bayani J"	"Toronto"	-79.42	43.7	"Canada"	10		10969942
10989646	"O'Connor SJ"	"Leeds"	-1.55	53.8	"United Kingdom"	43		10989646
11004697	"Zondervan PE"	"Rotterdam"	4.48	51.92	"The Netherlands"	38		11004697
11005262	"Rickert CH"	"Muenster"	7.63	51.96	"Germany"	17		11005262
11007434	"Aubele M"	"Oberschleissheim"	11.56	48.25	"Germany"	25		11007434
11029490	"Junker K"	"Jena"	11.59	50.93	"Germany"	57		11029490
11029508	"Simon R"	"Basel"	7.57	47.56	"Switzerland"	67		11029508
11037344	"Krismann M"	"Bochum"	7.22	51.48	"Germany"	24		11037344
11044353	"Cunsolo CL"	"Genoa"	8.92	44.43	"Italy"	22		11044353
11048803	"Lushnikova T"	"Helsinki"	24.94	60.17	"Finland"	30		11048803
11051249	"Wong N"	"Hong Kong"	114.16	22.29	"China"	82		11051249
11054712	"van Grieken NC"	"Amsterdam"	4.89	52.37	"Netherlands"	46		11054712
11054713	"Tornillo L"	"Basel"	7.57	47.56	"Switzerland"	41		11054713
11058878	"Bürki NG"	"New Haven"	-72.93	41.31	"United States"	10		11058878
11060455	"Otaño-Joos M"	"Heidelberg"	8.69	49.41	"Germany"	14		11060455
11061550	"Pack SD"	"Bethesda"	-77.1	38.98	"United States"	4		11061550
11063794	"Brunner C"	"Homburg"	7.34	49.33	"Germany"	19		11063794
11066078	"Paunu N"	"Tampere"	23.79	61.5	"Finland"	21		11066078
11068328	"Fu W"	"Basel"	7.57	47.56	"Switzerland"	56		11068328
11079775	"Brown HG"	"Baltimore"	-76.61	39.29	"United States"	4		11079775
11103820	"Jiang F"	"Basel"	7.57	47.56	"Switzerland"	116		11103820
11104025	"Jacobsen A"	"Kiel"	10.13	54.32	"Germany"	10		11104025
11104026	"Tschentscher F"	"Essen"	7.01	51.46	"Germany"	17		11104026
11104027	"Zheng PP"	"Hong Kong"	114.16	22.29	"China"	28		11104027
11104032	"Verhagen PC"	"Rotterdam"	4.48	51.92	"The Netherlands"	20		11104032
11104563	"Allen DG"	"Melbourne"	144.96	-37.81	"Australia"	32		11104563
11106828	"Mezzelani A"	"Milano"	9.19	45.46	"Italy"	1		11106828
11107172	"Ojopi EP"	"Sao Paulo"	-46.64	-23.55	"Brazil"	23		11107172
11107179	"Wu MS"	"Taipei"	121.53	25.05	"Taiwan"	53		11107179
11107183	"Rickert CH"	"Muenster"	7.63	51.96	"Germany"	9		11107183
11111118	"Castuma MV"	"Buenos Aires"	-58.38	-34.61	"Argentina"	20		11111118
11114620	"Singh B"	"New York City"	-74.01	40.71	"United States"	21		11114620
11119122	"Bánkfalvi A"	"Muenster"	7.63	51.96	"Germany"	40		11119122
11120330	"Guan XY"	"Hong Kong"	114.16	22.29	"China"	62		11120330
11122110	"Goff LK"	"London"	-0.13	51.51	"United Kingdom"	15		11122110
11129530	"Antinheimo J"	"Helsinki"	24.94	60.17	"Finland"	25		11129530
11135430	"Struski S"	"Reims"	4.03	49.25	"France"	4		11135430
11135441	"Ostergaard M"	"Aarhus"	10.21	56.16	"Denmark"	20		11135441
11141494	"Jones C"	"London"	-0.13	51.51	"United Kingdom"	24		11141494
11146447	"Weber RG"	"Heidelberg"	8.69	49.41	"Germany"	12		11146447
11153610	"Friedrich K"	"Dresden"	13.74	51.05	"Germany"	62		11153610
11154805	"Gilhuis HJ"	"Nijmegen"	5.84	51.81	"The Netherlands"	11		11154805
11156736	"Jarosová M"	"Olomouc"	17.25	49.6	"Czech Republic"	62		11156736
11157859	"Aalto Y"	"Helsinki"	24.94	60.17	"Finland"	41		11157859
11159177	"Hing S"	"Sutton"	-0.2	51.35	"United Kingdom"	79		11159177
11159178	"Alers JC"	"Rotterdam"	4.48	51.92	"The Netherlands"	56		11159178
11159202	"Kim YH"	"Seoul"	126.98	37.57	"Korean Republic"	30		11159202
11165314	"Verdorfer I"	"Erlangen"	11.01	49.59	"Germany"	14		11165314
11165323	"Fung LF"	"Hong Kong"	114.16	22.29	"China"	40		11165323
11169935	"Kiechle M"	"Munich"	11.58	48.14	"Germany"	106		11169935
11169940	"Shiraishi K"	"Yamaguchi-shi"	131.47	34.19	"Japan"	50		11169940
11170146	"El Gedaily A"	"Basel"	7.57	47.56	"Switzerland"	27		11170146
11170152	"Rökman A"	"Tampere"	23.79	61.5	"Finland"	21		11170152
11170281	"Balsara BR"	"Philadelphia"	-75.16	39.95	"United States"	52		11170281
11170282	"Fang Y"	"Guangzhou"	113.25	23.12	"China"	47		11170282
11170290	"Nishio J"	"Fukuoka-shi"	130.42	33.61	"Japan"	1		11170290
11172898	"Scholz I"	"Heidelberg"	8.69	49.41	"Germany"	71		11172898
11187904	"Nagy M"	"Pecs"	18.23	46.08	"Hungary"	10		11187904
11193050	"Nicholson J"	"Southampton"	-1.4	50.9	"United Kingdom"	27		11193050
11196186	"Simon R"	"Muenster"	7.63	51.96	"Germany"	32		11196186
11197772	"Kudoh K"	"Chatan"	127.77	26.31	"Japan"	28		11197772
11207045	"Hough RE"	"Sheffield"	-1.47	53.38	"United Kingdom"	42		11207045
11213836	"Bode-Lesniewska B"	"Zurich"	8.55	47.37	"Switzerland"	8		11213836
11232111	"Krismann M"	"Bochum"	7.22	51.48	"Germany"	21		11232111
11238128	"Franke S"	"Leuven"	4.7	50.88	"Belgium"	19		11238128
11238683	"Kanayama  H"	"Tokushima"	134.55	34.07	"Japan"	6		11238683
11240718	"Blegen H"	"Stockholm"	18.06	59.33	"Sweden"	80		11240718
11241239	"Nakao K"	"Tokyo"	139.69	35.69	"Japan"	35		11241239
11241508	"Oga A"	"Yamaguchi-shi"	131.47	34.19	"Japan"	16		11241508
11241792	"Bentz M"	"Ulm"	9.99	48.4	"Germany"	43		11241792
11242198	"Haga T"	"San Francisco"	-122.42	37.77	"United States"	37		11242198
11243387	"Viardot A"	"Ulm"	9.99	48.4	"Germany"	29		11243387
11244331	"Shiraishi K"	"Yamaguchi-shi"	131.47	34.19	"Japan"	100		11244331
11247899	"Tönnies H"	"Berlin"	13.41	52.52	"Germany"	26		11247899
11255284	"Odero MD"	"Pamplona"	-1.64	42.82	"Spain"	1		11255284
11257209	"Rao UN"	"Pittsburgh"	-80	40.44	"United States"	17		11257209
11267980	"Plantaz D"	"Grenoble"	5.72	45.17	"France"	28		11267980
11275794	"Numa F"	"Yamaguchi-shi"	131.47	34.19	"Japan"	14		11275794
11275984	"Trautmann K"	"Heidelberg"	8.69	49.41	"Germany"	34		11275984
11276006	"Wilkens L"	"Hannover"	9.73	52.37	"Germany"	16		11276006
11281459	"Herzog S"	"Marburg"	8.77	50.8	"Germany"	26		11281459
11284029	"Phillips JL"	"Bethesda"	-77.1	38.98	"United States"	6		11284029
11284031	"Warr T"	"London"	-0.13	51.51	"United Kingdom"	13		11284031
11284035	"Alves G"	"Rio de Janeiro"	-43.21	-22.9	"Brazil"	26		11284035
11290570	"Rickert CH"	"Muenster"	7.63	51.96	"Germany"	23		11290570
11295036	"Pfragner R"	"Graz"	15.45	47.07	"Austria"	3		11295036
11302337	"Wiltshire RN"	"Durham"	-78.9	35.99	"United States"	22		11302337
11303789	"Scheil S"	"Ulm"	9.99	48.4	"Germany"	26		11303789
11306503	"Riegman PH"	"Rotterdam"	4.48	51.92	"The Netherlands"	52		11306503
11309305	"Tschentscher F"	"Essen"	7.01	51.46	"Germany"	126		11309305
11309816	"Menghi-Sartorio S"	"Helsinki"	24.94	60.17	"Finland"	27		11309816
11309817	"Ko YH"	"Seoul"	126.98	37.57	"Korean Republic"	7		11309817
11317696	"De Angelis PM"	"Oslo"	10.75	59.91	"Norway"	67		11317696
11319799	"Hu J"	"Pittsburgh"	-80	40.44	"United States"	21		11319799
11329145	"Jeuken JW"	"Nijmegen"	5.84	51.81	"The Netherlands"	39		11329145
11330945	"Watanabe T"	"Tokyo"	139.69	35.69	"Japan"	17		11330945
11337313	"Prat E"	"Barcelona"	2.16	41.39	"Spain"	30		11337313
11337360	"Daigo Y"	"Cambridge UK"	0.12	52.21	"United Kingdom"	24		11337360
11337382	"Hernández JM"	"Salamanca"	-3.68	40.43	"Spain"	29		11337382
11338473	"Buerger H"	"Muenster"	7.63	51.96	"Germany"	57		11338473
11338475	"Wilkens L"	"Hannover"	9.73	52.37	"Germany"	14		11338475
11343775	"Kim MH"	"Glasgow"	-4.26	55.87	"United Kingdom"	19		11343775
11343782	"Chien G"	"Hong Kong"	114.16	22.29	"China"	22		11343782
11351254	"Frisk T"	"Stockholm"	18.06	59.33	"Sweden"	24		11351254
11353045	"Jee KJ"	"Seoul"	126.98	37.57	"Korean Republic"	10		11353045
11355179	"Brinck U"	"Goettingen"	9.93	51.53	"Germany"	2		11355179
11358835	"Redon R"	"Strasbourg"	7.75	48.58	"France"	21		11358835
11368447	"Gutiérrez NC"	"Salamanca"	-3.68	40.43	"Spain"	30		11368447
11369051	"Luk C"	"Toronto"	-79.42	43.7	"Canada"	8		11369051
11369052	"Forus A"	"Oslo"	10.75	59.91	"Norway"	9		11369052
11369055	"Vettenranta K"	"Helsinki"	24.94	60.17	"Finland"	27		11369055
11369058	"Harada K"	"Yamaguchi-shi"	131.47	34.19	"Japan"	8		11369058
11376803	"Sud R"	"London"	-0.13	51.51	"United Kingdom"	9		11376803
11376805	"Sowery RD"	"Vancouver"	-123.12	49.25	"Canada"	8		11376805
11385224	"Shimizu T"	"Yamaguchi-shi"	131.47	34.19	"Japan"	4		11385224
11389029	"Tsukasaki K"	"Los Angeles"	-118.24	34.05	"United States"	82		11389029
11389082	"Singh B"	"New York City"	-74.01	40.71	"United States"	12		11389082
11391625	"Seute A"	"Ulm"	9.99	48.4	"Germany"	44		11391625
11391792	"Wang G"	"Shanghai"	121.46	31.22	"China"	20		11391792
11391795	"Soulier J"	"Paris"	2.35	48.85	"France"	22		11391795
11391799	"Pei J"	"Philadelphia"	-75.16	39.95	"United States"	67		11391799
11392878	"Noguchi T"	"Oita"	131.61	33.24	"Japan"	38		11392878
11395368	"Dannenberg H"	"Rotterdam"	4.48	51.92	"The Netherlands"	16		11395368
11395372	"van Dekken H"	"Rotterdam"	4.48	51.92	"The Netherlands"	30		11395372
11400146	"Hermsen M"	"Amsterdam"	4.89	52.37	"Netherlands"	42		11400146
11408060	"Oga A"	"Yamaguchi-shi"	131.47	34.19	"Japan"	17		11408060
11408061	"Derré J"	"Paris"	2.35	48.85	"France"	14		11408061
11408062	"Toida M"	"Gifu"	136.76	35.42	"Japan"	4		11408062
11408065	"Collonge-Rame MA"	"Besancon"	6.02	47.25	"France"	16		11408065
11408066	"Varis A"	"Helsinki"	24.94	60.17	"Finland"	18		11408066
11408067	"Rigola MA"	"Barcelona"	2.16	41.39	"Spain"	10		11408067
11408072	"Ascoli V"	"Rome"	12.51	41.89	"Italy"	4		11408072
11410408	"Westwood NB"	"London"	-0.13	51.51	"United Kingdom"	17		11410408
11431716	"Baloglu H"	"New York City"	-74.01	40.71	"United States"	11		11431716
11432670	"Romeike BF"	"Rome"	12.51	41.89	"Italy"	23		11432670
11433522	"Barth TF"	"Ulm"	9.99	48.4	"Germany"	52		11433522
11435686	"Kiuru-Kuhlefelt S"	"Helsinki"	24.94	60.17	"Finland"	21		11435686
11438741	"Jain AN"	"San Francisco"	-122.42	37.77	"United States"	52		11438741
11441283	"Jarosová M"	"Olomouc"	17.25	49.6	"Czech Republic"	88		11441283
11453919	"Mao X"	"London"	-0.13	51.51	"United Kingdom"	1		11453919
11454424	"Schmidt H"	"Halle"	8.36	52.06	"Germany"	4		11454424
11455035	"Jee KJ"	"Helsinki"	24.94	60.17	"Finland"	10		11455035
11461079	"Summersgill B"	"Sutton"	-0.2	51.35	"United Kingdom"	7		11461079
11463446	"Fan X"	"Pamplona"	-1.64	42.82	"Spain"	38		11463446
11463455	"Herishanu Y"	"Tel Aviv"	34.78	32.08	"Israel"	20		11463455
11463458	"Dierlamm J"	"Hamburg"	10.02	53.58	"Germany"	14		11463458
11464147	"Tiirikainen MI"	"San Francisco"	-122.42	37.77	"United States"	25		11464147
11464905	"Vandesompele J"	"Gent"	3.72	51.05	"Belgium"	204		11464905
11468694	"Squire JA"	"Toronto"	-79.42	43.7	"Canada"	3		11468694
11477144	"Marchio A"	"Paris"	2.35	48.85	"France"	10		11477144
11477660	"Kjellman P"	"Stockholm"	18.06	59.33	"Sweden"	25		11477660
11477661	"Stocks SC"	"Dundee"	-2.97	56.47	"United Kingdom"	48		11477661
11477662	"Ward S"	"London"	-0.13	51.51	"United Kingdom"	40		11477662
11479231	"Shridhar V"	"Rochester"	-70.98	43.3	"United States"	29		11479231
11485905	"Wong N"	"Hong Kong"	114.16	22.29	"China"	36		11485905
11487275	"Jones C"	"Windsor"	-0.6	51.48	"United Kingdom"	18		11487275
11493333	"Yamato H"	"Fukuoka-shi"	130.42	33.61	"Japan"	5		11493333
11494021	"Lui WO"	"Stockholm"	18.06	59.33	"Sweden"	23		11494021
11494025	"Kupka S"	"Tuebingen"	9.05	48.52	"Germany"	48		11494025
11494110	"El-Rifai W"	"Charlottesville"	-78.48	38.03	"United States"	24		11494110
11494114	"Teixeira MR"	"Porto"	-8.61	41.15	"Portugal"	37		11494114
11509117	"Kumon K"	"Ina"	137.95	35.83	"Japan"	38		11509117
11514955	"Balázs M"	"Debrecen"	21.63	47.53	"Hungary"	28		11514955
11516105	"Ma SK"	"Hong Kong"	114.16	22.29	"China"	2		11516105
11519854	"Sprenger SH"	"Nijmegen"	5.84	51.81	"The Netherlands"	10		11519854
11520566	"Kirchhoff M"	"Copenhagen"	12.57	55.68	"Denmark"	34		11520566
11520567	"Hashimoto Y"	"Yamaguchi-shi"	131.47	34.19	"Japan"	32		11520567
11520568	"Chen D"	"Toronto"	-79.42	43.7	"Canada"	41		11520568
11520569	"Wong KF"	"Hong Kong"	114.16	22.29	"China"	1		11520569
11521198	"Chan TL"	"Hong Kong"	114.16	22.29	"China"	38		11521198
11522743	"El-Rifai W"	"Charlottesville"	-78.48	38.03	"United States"	34		11522743
11522745	"zur Hausen A"	"Amsterdam"	4.89	52.37	"Netherlands"	44		11522745
11528115	"Reutzel D"	"Mainz"	8.28	49.98	"Germany"	61		11528115
11528555	"Schneider DT"	"Dusseldorf"	6.78	51.22	"Germany"	51		11528555
11531255	"Niketeghad F"	"Koeln"	6.95	50.93	"Germany"	24		11531255
11547944	"Kros JM"	"Rotterdam"	4.48	51.92	"The Netherlands"	20		11547944
11550284	"Ozaki T"	"Muenster"	7.63	51.96	"Germany"	62		11550284
11557779	"Burger PC"	"Baltimore"	-76.61	39.29	"United States"	18		11557779
11562766	"Steinhart H"	"Erlangen"	11.01	49.59	"Germany"	18		11562766
11563625	"Rickert CH"	"Muenster"	7.63	51.96	"Germany"	4		11563625
11564177	"Ashton KJ"	"Nathan"	153.05	-27.55	"Australia"	15		11564177
11572227	"Larramendy ML"	"Helsinki"	24.94	60.17	"Finland"	10		11572227
11579460	"Scheil S"	"Ulm"	9.99	48.4	"Germany"	16		11579460
11579469	"Alvarez S"	"New York City"	-74.01	40.71	"United States"	12		11579469
11585417	"Hirai Y"	"Toshima"	139.72	35.73	"Japan"	29		11585417
11587216	"Zimonjic DB"	"Bethesda"	-77.1	38.98	"United States"	2		11587216
11587222	"Renedo M"	"Madrid"	-3.7	40.42	"Spain"	37		11587222
11592038	"Li Z"	"Changsha"	112.97	28.2	"China"	18		11592038
11598149	"Zweemer RP"	"Amsterdam"	4.89	52.37	"Netherlands"	36		11598149
11598167	"Popov P"	"Helsinki"	24.94	60.17	"Finland"	40		11598167
11601004	"Su XY"	"Shanghai"	121.46	31.22	"China"	38		11601004
11606412	"Kunwar S"	"San Francisco"	-122.42	37.77	"United States"	80		11606412
11672767	"Odero MD"	"Pamplona"	-1.64	42.82	"Spain"	23		11672767
11672768	"Zielenska M"	"Toronto"	-79.42	43.7	"Canada"	18		11672768
11672769	"Koo SH"	"Daejeon"	127.42	36.32	"Korean Republic"	35		11672769
11672775	"Brisset S"	"Paris"	2.35	48.85	"France"	43		11672775
11675133	"Takeo S"	"Yamaguchi-shi"	131.47	34.19	"Japan"	20		11675133
11679939	"Ullmann R"	"Graz"	15.45	47.07	"Austria"	18		11679939
11684716	"Buerger H"	"Muenster"	7.63	51.96	"Germany"	31		11684716
11687795	"Snijders AM"	"San Francisco"	-122.42	37.77	"United States"	25		11687795
11694401	"Lindvall C"	"Stockholm"	18.06	59.33	"Sweden"	22		11694401
11697626	"Rantanen S"	"Helsinki"	24.94	60.17	"Finland"	34		11697626
11701946	"Strefford JC"	"London"	-0.13	51.51	"United Kingdom"	1		11701946
11719392	"Martinez-Climent JA"	"Valencia"	-0.38	39.47	"Spain"	28		11719392
11719443	"Phillips JL"	"Bethesda"	-77.1	38.98	"United States"	2		11719443
11734314	"Micci F"	"Oslo"	10.75	59.91	"Norway"	1		11734314
11734318	"Yang YC"	"Taipei"	121.53	25.05	"Taiwan"	20		11734318
11734320	"Kitay-Cohen Y"	"Tel Aviv"	34.78	32.08	"Israel"	15		11734320
11745275	"Tarkkanen M"	"Helsinki"	24.94	60.17	"Finland"	27		11745275
11745455	"Aragane H"	"Kyoto"	135.75	35.02	"Japan"	46		11745455
11745869	"Kanerva J"	"Helsinki"	24.94	60.17	"Finland"	9		11745869
11746977	"Zhao J"	"Zurich"	8.55	47.37	"Switzerland"	62		11746977
11746985	"Bockmühl U"	"Berlin"	13.41	52.52	"Germany"	92		11746985
11746992	"Umayahara K"	"Yamaguchi-shi"	131.47	34.19	"Japan"	60		11746992
11747333	"Stokke T"	"Oslo"	10.75	59.91	"Norway"	94		11747333
11748636	"Goeze A"	"Berlin"	13.41	52.52	"Germany"	83		11748636
11750053	"Rienstein S"	"Rishon LeZiyyon"	34.79	31.97	"Israel"	33		11750053
11753950	"Yen CC"	"Taipei"	121.53	25.05	"Taiwan"	46		11753950
11761722	"Rickert CH"	"Muenster"	7.63	51.96	"Germany"	16		11761722
11770900	"Eberhart CG"	"Baltimore"	-76.61	39.29	"United States"	33		11770900
11773006	"Ness GO"	"Bergen"	5.32	60.39	"Norway"	18		11773006
11783087	"Yan J"	"Guangzhou"	113.25	23.12	"China"	17		11783087
11787857	"Mihic-Probst D"	"Zurich"	8.55	47.37	"Switzerland"	2		11787857
11788885	"Obara K"	"Kanagawa Ward"	139.63	35.48	"Japan"	4		11788885
11791187	"Bläker H"	"Heidelberg"	8.69	49.41	"Germany"	17		11791187
11793437	"Palanisamy N"	"New York City"	-74.01	40.71	"United States"	131		11793437
11793441	"Pang E"	"Hong Kong"	114.16	22.29	"China"	4		11793441
11793447	"Gruszka-Westwood AM"	"London"	-0.13	51.51	"United Kingdom"	1		11793447
11796825	"Wessendorf S"	"Heidelberg"	8.69	49.41	"Germany"	4		11796825
11801302	"Yin XL"	"Hong Kong"	114.16	22.29	"China"	3		11801302
11801305	"Kamitani S"	"Otsu-shi"	135.87	35	"Japan"	7		11801305
11801306	"Toraman AD"	"Antalya"	30.7	36.91	"Turkey"	10		11801306
11807979	"Mehra S"	"New York City"	-74.01	40.71	"United States"	10		11807979
11823973	"Staebler A"	"Baltimore"	-76.61	39.29	"United States"	30		11823973
11830490	"Joos S"	"Heidelberg"	8.69	49.41	"Germany"	41		11830490
11830540	"Harada T"	"Yamaguchi-shi"	131.47	34.19	"Japan"	71		11830540
11834430	"Garcia JL"	"Salamanca"	-3.68	40.43	"Spain"	14		11834430
11836556	"Hui AB"	"Hong Kong"	114.16	22.29	"China"	15		11836556
11836583	"Junker K"	"Jena"	11.59	50.93	"Germany"	83		11836583
11839673	"Ueno T"	"Yamaguchi-shi"	131.47	34.19	"Japan"	51		11839673
11841429	"Allen JE"	"Sheffield"	-1.47	53.38	"United Kingdom"	31		11841429
11849745	"Iehara T"	"Kamigyo Ward"	135.75	35.03	"Japan"	35		11849745
11850069	"Nishio J"	"Fukuoka-shi"	130.42	33.61	"Japan"	24		11850069
11850829	"Lui WO"	"Stockholm"	18.06	59.33	"Sweden"	51		11850829
11856117	"Wolter H"	"Ulm"	9.99	48.4	"Germany"	50		11856117
11857089	"Yin XL"	"Hong Kong"	114.16	22.29	"China"	27		11857089
11857308	"Kusano N"	"Yamaguchi-shi"	131.47	34.19	"Japan"	41		11857308
11861363	"Wilhelm M"	"San Francisco"	-122.42	37.77	"United States"	80		11861363
11861394	"Platzer P"	"Cleveland"	-84.88	35.16	"United States"	22		11861394
11865944	"Wang PH"	"Taipei"	121.53	25.05	"Taiwan"	25		11865944
11889404	"Schick B"	"Homburg"	7.34	49.33	"Germany"	3		11889404
11890988	"Sham JS"	"Hong Kong"	114.16	22.29	"China"	31		11890988
11891207	"Rickert CH"	"Muenster"	7.63	51.96	"Germany"	44		11891207
11892633	"Jeuken JW"	"Nijmegen"	5.84	51.81	"The Netherlands"	10		11892633
11896565	"Izumi H"	"Yamaguchi-shi"	131.47	34.19	"Japan"	13		11896565
11904749	"Rickert CH"	"Muenster"	7.63	51.96	"Germany"	7		11904749
11914143	"Fadl-Elmula I"	"Lund"	13.19	55.71	"Sweden"	14		11914143
11916498	"Aldosari N"	"Durham"	-78.9	35.99	"United States"	4		11916498
11920255	"Vizcarra E"	"Valencia"	-0.38	39.47	"Spain"	7		11920255
11921282	"Zhao J"	"Zurich"	8.55	47.37	"Switzerland"	43		11921282
11921284	"Schmidt H"	"Halle"	8.36	52.06	"Germany"	41		11921284
11921289	"Schneider DT"	"Baltimore"	-76.61	39.29	"United States"	35		11921289
11943349	"Lemeta S"	"Helsinki"	24.94	60.17	"Finland"	22		11943349
11948494	"Rieker RJ"	"Heidelberg"	8.69	49.41	"Germany"	23		11948494
11950910	"Lindström I"	"Helsinki"	24.94	60.17	"Finland"	25		11950910
11953825	"Allen DG"	"Melbourne"	144.96	-37.81	"Australia"	18		11953825
11953826	"Carter M"	"Southampton"	-1.4	50.9	"United Kingdom"	86		11953826
11964050	"Knösel T"	"Berlin"	13.41	52.52	"Germany"	54		11964050
11978549	"Lin SC"	"Taipei"	121.53	25.05	"Taiwan"	47		11978549
11978962	"Mullarkey M"	"Dublin"	-6.25	53.33	"Ireland"	2		11978962
11979096	"Harvell JD"	"Stanford"	-122.17	37.43	"United States"	22		11979096
11979550	"Kraggerud SM"	"Oslo"	10.75	59.91	"Norway"	33		11979550
11979556	"Huang Q"	"New York City"	-74.01	40.71	"United States"	75		11979556
11980616	"Dwight T"	"Sydney"	151.21	-33.87	"Australia"	25		11980616
11990307	"Michiels EM"	"Amsterdam"	4.89	52.37	"Netherlands"	15		11990307
11990821	"Weil RJ"	"Bethesda"	-77.1	38.98	"United States"	4		11990821
11992403	"Popp S"	"Heidelberg"	8.69	49.41	"Germany"	21		11992403
11996789	"Hemmer S"	"Helsinki"	24.94	60.17	"Finland"	19		11996789
11996800	"Yin XL"	"Hong Kong"	114.16	22.29	"China"	5		11996800
12001129	"Xue WC"	"Beijing"	116.4	39.91	"China"	2		12001129
12002764	"Ohshima K"	"Fukuoka-shi"	130.42	33.61	"Japan"	5		12002764
12003995	"Tornillo L"	"Basel"	7.57	47.56	"Switzerland"	26		12003995
12006540	"Dellas A"	"Basel"	7.57	47.56	"Switzerland"	40		12006540
12007188	"Lung JC"	"Taipei"	121.53	25.05	"Taiwan"	71		12007188
12015749	"Jeuken JW"	"Nijmegen"	5.84	51.81	"The Netherlands"	20		12015749
12029633	"Yasui K"	"Tokyo"	139.69	35.69	"Japan"	62		12029633
12034524	"Ojopi EP"	"Sao Paulo"	-46.64	-23.55	"Brazil"	3		12034524
12036902	"Fritz B"	"Heidelberg"	8.69	49.41	"Germany"	16		12036902
12047766	"Zudaire I"	"Pamplona"	-1.64	42.82	"Spain"	70		12047766
12048165	"Chang J"	"Seoul"	126.98	37.57	"Korean Republic"	22		12048165
12063178	"Tsao SW"	"Hong Kong"	114.16	22.29	"China"	2		12063178
12065873	"Harada T"	"Yamaguchi-shi"	131.47	34.19	"Japan"	35		12065873
12066195	"Helfritzsch H"	"Jena"	11.59	50.93	"Germany"	47		12066195
12067990	"Bayani J"	"Toronto"	-79.42	43.7	"Canada"	29		12067990
12068314	"Kurihara Y"	"Tokyo"	139.69	35.69	"Japan"	7		12068314
12072200	"Matteucci C"	"Perugia"	12.39	43.11	"Italy"	1		12072200
12072201	"Rosenberg C"	"Leiden"	4.5	52.16	"The Netherlands"	5		12072201
12074404	"Steiner T"	"Jena"	11.59	50.93	"Germany"	28		12074404
12081210	"Koga T"	"Fukuoka-shi"	130.42	33.61	"Japan"	50		12081210
12094247	"Summersgill B"	"Sutton"	-0.2	51.35	"United Kingdom"	23		12094247
12094383	"Murakami I"	"Paris"	2.35	48.85	"France"	7		12094383
12096139	"Ørntoft TF"	"Aarhus"	10.21	56.16	"Denmark"	4		12096139
12097266	"Massion PP"	"San Francisco"	-122.42	37.77	"United States"	37		12097266
12107267	"Sidhu S"	"St. Leonards"	151.19	-33.82	"Australia"	32		12107267
12111357	"Kros JM"	"Rotterdam"	4.48	51.92	"The Netherlands"	3		12111357
12112531	"Actor B"	"Heidelberg"	8.69	49.41	"Germany"	20		12112531
12115883	"Krismann M"	"Bochum"	7.22	51.48	"Germany"	72		12115883
12118105	"Debiec-Rychter M"	"Leuven"	4.7	50.88	"Belgium"	5		12118105
12118191	"Kujawski M"	"Poznan"	16.93	52.41	"Poland"	20		12118191
12127404	"Bauer AJ"	"Washington"	-89.41	40.7	"United States"	15		12127404
12152162	"Thor AD"	"Oklahoma City"	-97.52	35.47	"United States"	16		12152162
12152163	"Hauptmann S"	"Berlin"	13.41	52.52	"Germany"	47		12152163
12160280	"Ell SR"	"Kingston upon Hull"	-0.36	53.77	"United Kingdom"	22		12160280
12161359	"Nomdedéu JF"	"Barcelona"	2.16	41.39	"Spain"	3		12161359
12161900	"Arslantas A"	"Eskisehir"	30.52	39.78	"Turkey"	25		12161900
12165448	"Jääskeläinen K"	"Turku"	22.27	60.45	"Finland"	20		12165448
12165452	"Riazimand SH"	"Mainz"	8.28	49.98	"Germany"	3		12165452
12165800	"Nishio JN"	"Fukuoka-shi"	130.42	33.61	"Japan"	27		12165800
12168082	"Umayahara K"	"Yamaguchi-shi"	131.47	34.19	"Japan"	30		12168082
12180237	"Wolter H"	"Ulm"	9.99	48.4	"Germany"	48		12180237
12181265	"Berglund M"	"Stockholm"	18.06	59.33	"Sweden"	54		12181265
12181266	"Nagel H"	"Goettingen"	9.93	51.53	"Germany"	14		12181266
12183430	"Cheung ST"	"Hong Kong"	114.16	22.29	"China"	22		12183430
12203777	"Chen YJ"	"Taipei"	121.53	25.05	"Taiwan"	14		12203777
12203778	"Mao X"	"London"	-0.13	51.51	"United Kingdom"	41		12203778
12203790	"Schulz WA"	"Dusseldorf"	6.78	51.22	"Germany"	55		12203790
12207585	"Mao X"	"London"	-0.13	51.51	"United Kingdom"	59		12207585
